ID length robot_feedback previous_score current_result action diff
user_63/session_1 9 0 3 1 4 0.0361293526232
user_63/session_1 9 1 4 -1 3 -0.0096319126483
user_63/session_1 9 0 -4 1 2 -0.0393416494923
user_63/session_1 7 0 4 -1 2 0.0043061202651
user_63/session_1 7 0 -3 -1 1 -0.0305379450142
user_63/session_1 5 0 -3 1 5 -0.0790942704721
user_63/session_1 5 2 2 1 2 0.162740489959
user_63/session_1 7 0 2 1 0 0.0039074754514
user_63/session_1 3 0 3 1 4 -0.154012155826
user_63/session_1 3 1 1 1 1 0.040003219762
user_63/session_1 5 0 1 1 -1 0.00380132426
user_6/session_1 9 0 -3 1 4 0.323285238603
user_6/session_1 9 1 4 1 1 -0.333455731885
user_6/session_1 5 0 4 -1 1 -0.246791178664
user_6/session_1 5 0 -2 1 0 0.048710809424
user_6/session_1 3 0 2 1 5 0.037874012438
user_6/session_1 3 2 1 1 2 -0.117534263613
user_6/session_1 7 0 1 1 1 0.15724789949
user_6/session_1 5 0 3 1 0 -0.04869420413
user_6/session_1 3 0 2 1 4 -0.292235016459
user_6/session_1 3 1 1 1 1 0.192805832404
user_6/session_1 5 0 1 1 5 0.01970592453
user_6/session_1 5 2 2 1 2 -0.154258688059
user_6/session_1 7 0 2 1 3 0.615885025424
user_6/session_1 9 0 3 -1 4 -0.709126558891
user_6/session_1 9 1 -4 -1 3 0.321365215894
user_6/session_1 9 0 -4 -1 2 0.648021021227
user_6/session_1 7 0 -4 -1 2 -0.951722479801
user_6/session_1 7 0 -3 -1 1 0.096231705009
user_6/session_1 5 0 -3 1 5 0.192308310772
user_6/session_1 5 2 2 1 2 -0.133576887395
user_6/session_1 7 0 2 1 0 0.092183399068
user_6/session_1 3 0 3 1 4 -0.350196701357
user_6/session_1 3 1 1 1 1 0.390147999003
user_6/session_1 5 0 1 1 -1 0.773826811501
user_24/session_1 3 0 2 1 1 0.0870734815487
user_24/session_1 5 0 1 1 5 -0.0936568406547
user_24/session_1 5 2 2 1 2 -0.006479742056
user_24/session_1 7 0 2 1 3 0.0703323325631
user_24/session_1 9 0 3 -1 2 0.125369545691
user_24/session_1 7 0 -4 1 5 -0.181736951051
user_24/session_1 7 2 3 -1 1 0.0721797692406
user_24/session_1 5 0 -3 1 0 -0.108955802389
user_24/session_1 3 0 2 1 4 0.013918467645
user_24/session_1 3 1 1 1 1 0.032619890585
user_24/session_1 5 0 1 1 5 0.083216761232
user_24/session_1 5 2 2 1 2 -0.134898174293
user_24/session_1 7 0 2 1 1 0.131758423658
user_24/session_1 5 0 3 1 0 -0.0169546834696
user_24/session_1 3 0 2 1 5 -0.0245901457452
user_24/session_1 3 2 1 1 2 0.0815033635624
user_24/session_1 7 0 1 1 3 -0.14595123303
user_24/session_1 9 0 3 -1 4 0.011338631729
user_24/session_1 9 1 -4 1 2 0.0654815433047
user_24/session_1 7 0 4 -1 3 0.0859988849191
user_24/session_1 9 0 -3 1 2 -0.151984743142
user_24/session_1 7 0 4 1 4 0.0651346034289
user_24/session_1 7 1 3 1 1 -0.119831664137
user_24/session_1 5 0 3 1 -1 0.238627071949
user_40/session_1 5 0 1 1 2 -0.0183357093812
user_40/session_1 7 0 2 1 4 -0.143380639777
user_40/session_1 7 1 3 1 2 0.03444170226
user_40/session_1 7 0 3 -1 3 -0.041332779901
user_40/session_1 9 0 -3 -1 5 -0.011469609605
user_40/session_1 9 2 -4 -1 1 0.009715692781
user_40/session_1 5 0 -4 1 4 -0.036687251203
user_40/session_1 5 1 2 1 0 0.084468866551
user_40/session_1 3 0 2 1 0 -0.038082641731
user_40/session_1 3 0 1 1 2 -0.020990260003
user_40/session_1 7 0 1 -1 4 -0.022407591551
user_40/session_1 7 1 -3 1 3 0.073695994693
user_40/session_1 9 0 3 -1 5 -0.045034396304
user_40/session_1 9 2 -4 1 2 0.174867368838
user_40/session_1 7 0 4 1 1 -0.110055045689
user_40/session_1 5 0 3 1 4 -0.091847846119
user_40/session_1 5 1 2 1 0 0.113453772583
user_40/session_1 3 0 2 1 1 -0.099479442081
user_40/session_1 5 0 1 1 3 0.001767540891
user_40/session_1 9 0 2 -1 5 -0.017990879402
user_40/session_1 9 2 -4 1 4 0.068361007296
user_40/session_1 9 1 4 1 1 0.011184028071
user_40/session_1 5 0 4 1 0 -0.09069909022
user_40/session_1 3 0 2 1 -1 0.020571451831
user_30/session_1 5 0 1 1 2 0.10954513115
user_30/session_1 7 0 2 1 3 -0.0606468342167
user_30/session_1 9 0 3 1 4 0.0765372275335
user_30/session_1 9 1 4 1 2 0.039308410188
user_30/session_1 7 0 4 -1 0 -0.177394826343
user_30/session_1 3 0 -3 1 5 0.123439497886
user_30/session_1 3 2 1 1 1 -0.00482018939782
user_30/session_1 5 0 1 1 4 -0.0726784136711
user_30/session_1 5 1 2 1 1 0.058127217353
user_30/session_1 5 0 2 1 0 0.0983996815135
user_30/session_1 3 0 2 1 5 -0.0307823804232
user_30/session_1 3 2 1 1 2 -0.0585703911877
user_30/session_1 7 0 1 -1 3 -0.107908405264
user_30/session_1 9 0 -3 -1 5 0.0884706219459
user_30/session_1 9 2 -4 1 1 0.251142570696
user_30/session_1 5 0 4 1 2 -0.117885059319
user_30/session_1 7 0 2 -1 3 -0.0710126698614
user_30/session_1 9 0 -3 -1 4 0.114466194989
user_30/session_1 9 1 -4 -1 2 -0.117872382481
user_30/session_1 7 0 -4 1 1 -0.0139784307433
user_30/session_1 5 0 3 1 5 0.0675864007998
user_30/session_1 5 2 2 1 1 0.144700729156
user_30/session_1 5 0 2 1 2 -0.204564323042
user_30/session_1 7 0 2 -1 -1 -0.15143002185
user_62/session_1 5 0 1 1 2 0.0675567088004
user_62/session_1 7 0 2 -1 3 -0.0233976200534
user_62/session_1 9 0 -3 1 4 -0.028851172831
user_62/session_1 9 1 4 1 2 0.029564816314
user_62/session_1 7 0 4 1 0 0.223157109927
user_62/session_1 3 0 3 1 5 0.024080361403
user_62/session_1 3 2 1 1 1 -0.211027933424
user_62/session_1 5 0 1 1 4 0.0012314429747
user_62/session_1 5 1 2 1 1 0.0389997357292
user_62/session_1 5 0 2 1 0 0.0478493870115
user_62/session_1 3 0 2 1 5 -0.141149154399
user_62/session_1 3 2 1 1 2 0.141591901497
user_62/session_1 7 0 1 1 3 -0.0335259089476
user_62/session_1 9 0 3 1 5 0.0863922092895
user_62/session_1 9 2 4 1 1 -0.0764040019086
user_62/session_1 5 0 4 1 2 0.00760871938093
user_62/session_1 7 0 2 1 3 0.0482088765495
user_62/session_1 9 0 3 -1 4 0.0517304521736
user_62/session_1 9 1 -4 -1 2 -0.0686317603605
user_62/session_1 7 0 -4 -1 1 0.0780274416545
user_62/session_1 5 0 -3 1 5 -0.168963999279
user_62/session_1 5 2 2 1 1 0.0371040526431
user_62/session_1 5 0 2 1 2 0.0628873025619
user_62/session_1 7 0 2 1 -1 -0.115052838519
user_65/session_1 5 0 1 1 2 0.016732075096
user_65/session_1 7 0 2 1 4 -0.267185770681
user_65/session_1 7 1 3 -1 2 -0.244002846729
user_65/session_1 7 0 -3 -1 3 -0.327476748412
user_65/session_1 9 0 -3 -1 5 0.0119124401848
user_65/session_1 9 2 -4 1 1 0.11078431911
user_65/session_1 5 0 4 1 4 -0.0817369033679
user_65/session_1 5 1 2 -1 0 -0.0867573459441
user_65/session_1 3 0 -2 1 0 0.028781025446
user_65/session_1 3 0 1 1 2 -0.081871440599
user_65/session_1 7 0 1 1 4 0.0842752783401
user_65/session_1 7 1 3 1 3 -0.0836290477391
user_65/session_1 9 0 3 -1 5 0.232916265906
user_65/session_1 9 2 -4 -1 2 -0.19123552588
user_65/session_1 7 0 -4 -1 1 0.147290533224
user_65/session_1 5 0 -3 1 4 -0.111104625567
user_65/session_1 5 1 2 1 0 0.021416951891
user_65/session_1 3 0 2 1 1 -0.104346637085
user_65/session_1 5 0 1 1 3 0.419492915574
user_65/session_1 9 0 2 1 5 -0.224810273807
user_65/session_1 9 2 4 1 4 0.031272045464
user_65/session_1 9 1 4 -1 1 0.002358948703
user_65/session_1 5 0 -4 1 0 -0.167750764952
user_65/session_1 3 0 2 1 -1 0.0988040697334
user_2/session_2 9 0 3 -1 5 -0.0899050468872
user_2/session_2 9 2 -4 1 3 0.0677402793372
user_2/session_2 9 0 4 1 1 -0.0213130585415
user_2/session_2 5 0 4 1 0 -0.0286069998186
user_2/session_2 3 0 2 1 4 -0.0013645341117
user_2/session_2 3 1 1 1 1 0.0446424349068
user_2/session_2 5 0 1 1 0 -0.0721616084774
user_2/session_2 3 0 2 1 4 0.161132388743
user_2/session_2 3 1 1 1 1 -0.227183380243
user_2/session_2 5 0 1 1 2 0.109804751857
user_2/session_2 7 0 2 1 2 0.0018388427607
user_2/session_2 7 0 3 1 5 -0.0277318676126
user_2/session_2 7 2 3 1 1 0.0423221446862
user_2/session_2 5 0 3 1 2 -0.0114781960655
user_2/session_2 7 0 2 1 4 0.0991692800253
user_2/session_2 7 1 3 1 3 -0.078331333176
user_2/session_2 9 0 3 1 2 0.037221771795
user_2/session_2 7 0 4 1 5 -0.104785357278
user_2/session_2 7 2 3 1 2 0.0794644866535
user_2/session_2 7 0 3 1 1 0.111816062948
user_2/session_2 5 0 3 1 0 -0.046380128593
user_2/session_2 3 0 2 1 4 -0.150333121129
user_2/session_2 3 1 1 1 2 0.0143255768319
user_2/session_2 7 0 1 1 -1 -0.0474588675736
user_43/session_1 5 0 1 1 2 0.32486256589
user_43/session_1 7 0 2 1 4 -0.08397356071
user_43/session_1 7 1 3 -1 3 -0.185972814967
user_43/session_1 9 0 -3 -1 5 0.214059416033
user_43/session_1 9 2 -4 1 2 0.409093828132
user_43/session_1 7 0 4 1 1 -0.265697096227
user_43/session_1 5 0 3 1 0 -0.101050081221
user_43/session_1 3 0 2 1 4 0.322153835335
user_43/session_1 3 1 1 1 1 -0.232471261274
user_43/session_1 5 0 1 1 5 0.014370063623
user_43/session_1 5 2 2 1 2 -0.30090228121
user_43/session_1 7 0 2 -1 3 -0.112608438012
user_43/session_1 9 0 -3 -1 5 -0.026237606718
user_43/session_1 9 2 -4 -1 0 0.224388333564
user_43/session_1 3 0 -4 1 1 -0.0687024932244
user_43/session_1 5 0 1 1 2 0.48738557013
user_43/session_1 7 0 2 1 4 -0.517840406703
user_43/session_1 7 1 3 1 2 0.0019130045421
user_43/session_1 7 0 3 -1 3 -0.0306908194004
user_43/session_1 9 0 -3 1 4 -0.0467062378943
user_43/session_1 9 1 4 1 0 -0.034912950383
user_43/session_1 3 0 4 1 1 0.020459953248
user_43/session_1 5 0 1 1 1 -0.016958123596
user_43/session_1 5 0 2 1 -1 0.16825093057
user_7/session_1 5 0 1 1 2 0.0765045556612
user_7/session_1 7 0 2 -1 3 -0.0945729908562
user_7/session_1 9 0 -3 1 4 0.0780203380832
user_7/session_1 9 1 4 -1 2 -0.0898122071782
user_7/session_1 7 0 -4 -1 0 0.0867508933342
user_7/session_1 3 0 -3 1 5 0.0944457698217
user_7/session_1 3 2 1 1 1 -0.169813340536
user_7/session_1 5 0 1 1 4 0.0578609706997
user_7/session_1 5 1 2 1 1 -0.0056217067489
user_7/session_1 5 0 2 -1 0 -0.0312640412429
user_7/session_1 3 0 -2 1 5 0.169074063076
user_7/session_1 3 2 1 -1 2 -0.172873257504
user_7/session_1 7 0 -1 -1 3 -0.030653506875
user_7/session_1 9 0 -3 -1 5 0.276402128902
user_7/session_1 9 2 -4 1 1 -0.20201061962
user_7/session_1 5 0 4 1 2 0.0254141015899
user_7/session_1 7 0 2 1 3 0.0282535754604
user_7/session_1 9 0 3 1 4 -0.0501163807055
user_7/session_1 9 1 4 1 2 -0.0199505649903
user_7/session_1 7 0 4 -1 1 -0.0262699086486
user_7/session_1 5 0 -3 -1 5 0.0324341228621
user_7/session_1 5 2 -2 -1 1 0.0412370419755
user_7/session_1 5 0 -2 1 2 0.144059242622
user_7/session_1 7 0 2 -1 -1 -0.194465701881
user_11/session_1 7 1 -3 1 3 -0.056347496105
user_11/session_1 9 0 3 1 2 0.037517467518
user_11/session_1 7 0 4 1 1 0.038879354124
user_11/session_1 5 0 3 1 0 -0.160324736863
user_11/session_1 3 0 2 1 4 0.173690731905
user_11/session_1 3 1 1 1 1 0.081448988544
user_11/session_1 5 0 1 1 5 -0.141435441486
user_11/session_1 5 2 2 1 0 0.074970280311
user_11/session_1 3 0 2 1 4 -0.126106734548
user_11/session_1 3 1 1 1 0 0.177781418488
user_11/session_1 3 0 1 1 1 0.010296040805
user_11/session_1 5 0 1 1 5 -0.087821250375
user_11/session_1 5 2 2 1 2 0.138938384764
user_11/session_1 7 0 2 1 4 0.263575286077
user_11/session_1 7 1 3 -1 2 -0.188078386859
user_11/session_1 7 0 -3 1 3 -0.098426655107
user_11/session_1 9 0 3 -1 5 0.047656215413
user_11/session_1 9 2 -4 1 1 0.283474936065
user_11/session_1 5 0 4 1 4 -0.130339229825
user_11/session_1 5 1 2 1 2 -0.204107371962
user_11/session_1 7 0 2 1 3 0.311834840529
user_11/session_1 9 0 3 1 5 0.023062186823
user_11/session_1 9 2 4 -1 3 -0.085455475248
user_11/session_1 9 0 -4 -1 -1 0.305174579123
user_25/session_1 3 0 2 1 2 0.158561955442
user_25/session_1 7 0 1 1 3 0.207649743898
user_25/session_1 9 0 3 1 4 -0.222555549708
user_25/session_1 9 1 4 1 1 -0.0181913425416
user_25/session_1 5 0 4 -1 0 -0.107326652379
user_25/session_1 3 0 -2 1 1 0.025967868472
user_25/session_1 5 0 1 1 5 0.174875902322
user_25/session_1 5 2 2 1 2 -0.126997880061
user_25/session_1 7 0 2 1 4 0.0064614183107
user_25/session_1 7 1 3 -1 3 -0.0281324849724
user_25/session_1 9 0 -3 -1 5 0.134568231336
user_25/session_1 9 2 -4 -1 2 -0.120058386189
user_25/session_1 7 0 -4 1 1 0.0684893292762
user_25/session_1 5 0 3 1 0 -0.0114768263643
user_25/session_1 3 0 2 1 2 0.142231669933
user_25/session_1 7 0 1 -1 4 -0.03414418769
user_25/session_1 7 1 -3 1 3 -0.0449535368682
user_25/session_1 9 0 3 1 5 -0.067215831683
user_25/session_1 9 2 4 1 2 0.0106731165647
user_25/session_1 7 0 4 1 1 0.0490390823316
user_25/session_1 5 0 3 1 4 -0.0117902139605
user_25/session_1 5 1 2 1 2 -0.0583374721198
user_25/session_1 7 0 2 1 3 0.0205063218625
user_25/session_1 9 0 3 1 -1 0.0405263874774
